X,Y,OBJECTID,REQUESTAPPROVALSTATUS,REQUESTCOMPLETEDNOTE,REQUESTTYPENOTE,DATESUBMITTED,ADDRESS_OR_LOCATION_OF_CALL,ADDRESS,SD,SPA,CITY,LESSTHAN5PEH,POSSIBLEDWELLERS,COLLABORATORDATEAVAILABILITY,REQUESTCOMPLETEDSTATUS,AMOUNTDEBRISREMOVEDINT,REQUESTCOMPLETEDDATE,GLOBALID
-118.248052543121,33.9835252375335,3323,Request Completed,08/05/25,Non-Displacement,2025/04/09 18:10:00+00,"6131 Compton Avenue, Los Angeles, CA, 90001",On the 62nd St side xst Compton,2,SPA 6,Unincorporated - Florence-Firestone,yes,2,2025/08/05 15:00:00+00,yes,30,2025/08/05 19:00:00+00,bc47daf4-77f2-4dac-9248-ac66f669b672
-118.245324338755,33.9883691160747,3324,Request Completed,08/05/25,Full Encampment Protocol,2025/04/09 18:42:00+00,"5857 South Miramonte Boulevard, Los Angeles, CA, 90001",Across from 5857 Miramonte Blvd xst east Slauson Ave.,2,SPA 7,Unincorporated - Florence-Firestone,yes,2,2025/08/05 15:00:00+00,yes,10,2025/08/05 19:00:00+00,18c5a347-8ad0-452e-8dfc-f6f2651f89f7
-118.457502786636,34.2358904711805,3325,Request Completed,04/16/25,Immediate Action,2025/04/09 20:14:00+00,"Nordhoff St, North Hills, CA, 91343, USA","Pacoima Wash, left (east) bank, upstream (north) of Nordhoff St.",3,SPA 2,Los Angeles - Panorama City,yes,4,2025/04/16 15:00:00+00,yes,20,2025/04/16 19:00:00+00,e991e1dd-4673-404e-9a0c-2a979d435524
-118.41815171357,34.296431004678,3326,Request Completed,04/17/25,Immediate Action,2025/04/09 21:05:00+00,"Foothill Blvd, Pacoima, CA, 91331, USA",PEH camp site - Pacoima Wash right bank upstream from Foothill Blvd.  Adjacent to bridge.,3,SPA 2,Los Angeles - Sylmar,no,5,2025/04/17 15:00:00+00,yes,25,2025/04/17 19:00:00+00,22c7623f-1fbf-4d42-9f67-0fd40b641e22
-118.535735531731,34.189963283623,3327,Request Completed,04/15/25,Immediate Action,2025/04/09 21:14:00+00,"6551 Reseda Boulevard, Reseda, CA, 91335",R/B downstream of Reseda @ LA River,3,SPA 2,Los Angeles - Reseda,no,15,,yes,1,2025/04/15 19:00:00+00,752815a6-7018-4ae9-b55c-dc78088b1b47
-118.564379471282,34.2356277573752,3328,Request Completed,04/24/25,Immediate Action,2025/04/09 22:23:00+00,"19755 Nordhoff Place, Chatsworth, CA, 91311",Multiple locations L/B upstream and downstream of  Nordhoff Pl to Tampa Ave @ Limekiln Channel            ,3,SPA 2,Los Angeles - Northridge,no,11,2025/04/24 15:00:00+00,yes,6,2025/04/24 19:00:00+00,746ab9a2-bf60-41ef-baef-6fccdbbfdfb6
-118.191930441829,34.0549867053142,3329,Request Completed,06/24/25,Non-Displacement,2025/04/10 17:06:00+00,"3232 Marengo St, Los Angeles, CA, 90063",PEH located on Marengo St east of N Ditman Ave near address 2997 Marengo St. ,1,SPA 7,Unincorporated - East Los Angeles,no,5,2025/06/24 15:00:00+00,yes,5,2025/06/24 19:00:00+00,5a79b04d-0bb2-4632-8e50-d0b403fd97ca
-118.155248289799,34.0302805813604,3330,Request Completed,06/17/25,Non-Displacement,2025/04/10 17:27:00+00,"376 South Woods Avenue, Los Angeles, CA, 90022",PEH  encampment in alley behind address 376 S Woods Ave.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/06/17 15:00:00+00,yes,80,2025/06/17 19:00:00+00,65db032a-5373-497e-845e-f67c1094220c
-118.157210556088,34.0197910411402,3331,Request Completed,06/05/25,Full Encampment Protocol,2025/04/10 17:44:00+00,"916 South Atlantic Boulevard, Los Angeles, CA, 90022",PEH encampment in the alley next to 916 S. Atlantic Blvd.,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/05/23 15:00:00+00,prev_approved_activity_not_required,0,2025/06/05 19:00:00+00,82a94c92-3d6f-4db2-85e3-80b49c1ce2b8
-118.245324338769,33.9883691160787,3332,Request Completed,06/03/25,Full Encampment Protocol,2025/04/09 18:42:00+00,"5857 South Miramonte Boulevard, Los Angeles, CA, 90001",Across from 5857 Miramonte Blvd xst East Slauson.,2,SPA 7,Unincorporated - Florence-Firestone,yes,2,2025/06/03 14:49:00+00,prev_approved_activity_not_required,0,2025/06/03 19:00:00+00,5cb02a44-6eae-43f1-9f03-bb1400e29d99
-118.196652866982,33.8963235542413,3333,Request Completed,09/05/25,Non-Displacement,2025/04/10 17:47:00+00,"4235 East Compton Boulevard, Compton, CA, 90221",West side of Castlegate Ave just north of Compton Blvd,2,SPA 6,Unincorporated - East Rancho Dominguez,yes,4,2025/09/16 15:00:00+00,yes,0,2025/09/05 19:00:00+00,0456a351-4f33-44b3-868d-effdaa681c4b
-118.235052012928,33.9556590206657,3334,Request Completed,04/25/25,Full Encampment Protocol,2025/04/10 21:08:00+00,"8909 Miner St, Los Angeles, CA, 90002","PEH at 8903 Miner St, Los Angeles,90002",2,SPA 6,Unincorporated - Florence-Firestone,yes,1,2025/04/25 22:11:00+00,yes,0,2025/04/25 19:00:00+00,8dd15ed9-3ad2-47cd-8133-cde806c5e630
-117.78754499998,34.0665579999942,3335,Request Completed,04/18/25,Immediate Action,2025/04/11 18:49:00+00,"2102 Avalon Avenue, Pomona, CA, 91768","Encampment is located at San Jose Creek access gates, upstream right bank of Fairplex Dr near J F Kennedy Park in Pomona, and is blocking access.",1,SPA 3,City of Pomona,yes,2,,yes,7,2025/04/18 19:00:00+00,ccfdaba0-cf4f-4538-8ce6-449e480e4397
-118.244450190686,33.9675417324222,3336,Request Completed,09/30/25,Non-Displacement,2025/04/14 16:16:00+00,"1631 Nadeau St, Los Angeles, CA, 90001",North side Nadeau St west of Maie Ave.,2,SPA 6,Unincorporated - Florence-Firestone,yes,3,2025/09/30 15:00:00+00,yes,5,2025/09/30 19:00:00+00,00e2fdf0-1f0e-40d5-93c0-0f47de6af8ba
-118.459183591424,34.2318690722507,3338,Request Completed,04/16/25,Immediate Action,2025/04/14 18:11:00+00,"14939 Rayen St, Panorama City, CA, 91402","Pacoima Wash, left (east) bank, upstream (north) of Rayen St.",3,SPA 2,Los Angeles - Panorama City,yes,3,2025/04/16 15:00:00+00,yes,30,2025/04/16 19:00:00+00,d67b9b71-ad31-470c-abe9-ecf4c079fda9
-118.367990637319,34.1456711709328,3339,Request Completed,04/28/25,Full Encampment Protocol,2025/04/14 20:29:00+00,"4294 Vineland Avenue, North Hollywood, CA","Tujunga Wash Central Branch Channel, left (east) bank, downstream (south) of Vineland Ave. ",5,SPA 2,Los Angeles - Studio City,yes,2,2025/04/28 15:00:00+00,yes,8,2025/04/28 19:00:00+00,d2489a34-ce8f-44e1-af1b-6be6f90388a5
-118.358092860133,33.9961421416313,3340,Request Completed,07/15/25,Full Encampment Protocol,2025/04/15 16:24:00+00,"5000 La Brea Avenue, Los Angeles, CA, 90056",5005 La Brea ave xst Overhill dr. ,2,SPA 6,Unincorporated - View Park/Windsor Hills,yes,2,2025/07/15 15:00:00+00,yes,5,2025/07/15 19:00:00+00,770c3f72-90d7-4dec-b243-dce425564c6d
-117.904330637914,33.9930695986072,3341,Request Completed,04/18/25,Immediate Action,2025/04/15 17:53:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 4/04/25.",1,SPA 3,City of Industry,yes,2,,yes,33,2025/04/18 19:00:00+00,361d95f5-fb5c-493d-8980-c7e94c5ad51d
-118.136077096548,34.0157999151511,3342,Request Completed,05/13/25,Full Encampment Protocol,2025/04/15 18:23:00+00,"6265 Whittier Boulevard, Los Angeles, CA, 90022",Southwest corner Saybrook Ave on the Whittier Blvd side.,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/05/13 18:02:00+00,yes,5,2025/05/13 19:00:00+00,e04de61b-229b-4f40-b361-c4fce01ee7f4
-118.160381631351,34.011613304662,3343,Request Completed,05/13/25,Full Encampment Protocol,2025/04/15 19:31:00+00,"5143 Telegraph Road, Los Angeles, CA, 90022",Woods Ave just north of Telegraph Rd,1,SPA 7,Unincorporated - East Los Angeles,yes,3,2025/05/13 15:00:00+00,yes,20,2025/05/13 19:00:00+00,96066d5d-d1a3-4fbf-b8ac-49519b717b72
-118.010955844701,34.0998236265021,3344,Request Completed,04/23/25,Immediate Action,2025/04/15 20:13:00+00,"5401 Peck Road, Arcadia, CA, 91006","*Repeat Maintenance Cleanup* Various Encampments in continuous outreach areas: Peck Park Spreading Grounds, Santa Anita Wash - Live Oak Ave to Peck Park SG. Rio Hondo - 10 Fwy to Peck SG. Arcadia Wash - Lower Azusa. Previously cleaned up on 03/25-03/26.",5,SPA 3,City of Arcadia,yes,4,,yes,57,2025/04/23 19:00:00+00,5ac7ff5a-44fd-4db6-8c90-ef852f74996e
-118.530999356971,34.1685510892681,3345,Request Completed,04/17/25,Immediate Action,2025/04/30 20:02:00+00,"5355 Etiwanda Avenue, Tarzana, CA, 91356","Caballero Creek ,left (west) bank, downstream (north) of Ventura Blvd towards Ventura Fwy next to channel fence",3,SPA 2,,yes,4,2025/04/17 15:50:00+00,yes,4,2025/04/17 19:00:00+00,43b2b0f7-6b83-4176-81e7-62adc28cec01
-118.401468352363,33.999775585087,3346,Request Completed,06/04/25,Full Encampment Protocol,2025/04/16 14:45:00+00,"4941 Sepulveda Boulevard, Culver City, CA, 90230","*REPEAT MAINTENANCE CLEANUP* Ballona Creek at Sepulveda Blvd. PEH Encampment trash & debris located on the bike path & underneath the Sepulveda Blvd bridge overcrossing the channel.
Last cleanup: 3/26/25",2,SPA 5,Los Angeles - Del Rey,no,5,2025/06/04 16:00:00+00,yes,30,2025/06/04 19:00:00+00,0b99a6a3-c834-4d2a-8891-edd62e08739d
-118.293946825713,33.9188699562968,3347,Request Completed,05/30/25,Full Encampment Protocol,2025/04/16 17:07:00+00,"1058 West 125th St, Los Angeles, CA, 90044",Across from 1231 Berendo Av xst 125th st. ,2,SPA 8,Unincorporated - Athens-Westmont,yes,3,2025/05/30 17:39:00+00,prev_approved_activity_not_required,0,2025/05/30 19:00:00+00,c1333e2c-444c-4c21-b5e1-00def00871ac
-118.178825902235,33.9139745814216,3348,Request Completed,06/20/25,Full Encampment Protocol,2025/04/16 18:09:00+00,c,LA Riverbed from Imperial Hwy to Atlantic Blvd.,4,SPA 6,City of Paramount,no,15,2025/06/16 15:00:00+00,yes,551,2025/06/20 19:00:00+00,0a7dd322-d57d-4417-8cae-5c473d9bc228
-118.265363058864,33.9208785694474,3349,Request Completed,06/27/25,Non-Displacement,2025/04/16 18:17:00+00,"12211 Avalon Boulevard, Los Angeles, CA, 90061",Next to 12213 Avalon blvd,2,SPA 6,Unincorporated - Athens Village,yes,1,2025/07/22 15:00:00+00,prev_approved_activity_not_required,0,2025/06/27 19:00:00+00,946f525b-1493-4973-90fa-5559b8787238
-118.390719192674,33.9796227970622,3350,Request Completed,04/30/25,Immediate Action,2025/04/16 18:30:00+00,"6001 Centinela Avenue, Inglewood, CA",* REPEAT MAINTENANCE CLEANUP* 6072 w Centinela Ave to 5309 Alla Rd,2,SPA 5,City of Culver City,no,10,2025/04/30 15:00:00+00,yes,52,2025/04/30 19:00:00+00,c2349d43-c248-4367-833c-94c6c622e0ce
-118.287950477242,33.8064218569513,3351,Request Completed,,Full Encampment Protocol,2025/04/17 14:15:00+00,600 w Sepulveda blvd Carson ca,"Wilmington Drain 600 w Sepulveda blvd Carson. Sepulveda Blvd and Figueroa Street
",2,SPA 8,City of Carson,no,10,2025/06/24 15:00:00+00,yes,52,2025/06/24 19:00:00+00,bff6cb02-788f-48fe-b080-7b703810b205
-118.200870292098,33.8544331027692,3352,Request Completed,,Full Encampment Protocol,2025/04/17 15:09:00+00,"229 West Market St, Long Beach, CA, 90805",La River bike path left bank about 300’ south of Longbeach Blvd,4,SPA 8,City of Long Beach,no,8,,prev_approved_activity_not_required,,2025/06/06 19:00:00+00,880d2f0e-15e6-44c8-9f14-fbe2dd2092b4
-118.496078169056,34.1989822173729,3353,Request Completed,05/06/25,Immediate Action,2025/05/08 21:32:00+00,"7057 Rubio Avenue, Van Nuys, CA, 91406","Bull creek, left (east) bank, downstream (south) of Sherman way and upstream (north ) of Vanowen St. Behind 7057 Rubio Avenue, Van Nuys, CA, 91406",3,SPA 2,Los Angeles - Lake Balboa,yes,1,2025/05/06 15:00:00+00,yes,6,2025/05/06 19:00:00+00,95d8e7b7-ce48-4ac6-85f7-0445317eb4de
-118.184123878909,34.0313141557143,3354,Request Completed,06/24/25,Non-Displacement,2025/04/17 21:08:00+00,"3860 Eagle St, Los Angeles, CA, 90063",North side Eagle St @ 5th st,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/06/25 15:00:00+00,yes,0,2025/06/24 19:00:00+00,573c8284-ea29-4855-961d-823781607e33
-118.190398989104,34.0312498024013,3355,Request Completed,07/09/25,Non-Displacement,2025/04/17 21:15:00+00,"3656 Eagle St, Los Angeles, CA, 90063",Eagle St west of S Ditman Ave. Dead end.,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/07/08 15:00:00+00,yes,0,2025/07/09 19:00:00+00,e0c2abc6-606e-4011-815f-ba7d83604830
-118.232296374407,33.9697264324045,3356,Request Completed,05/07/25,Full Encampment Protocol,2025/04/17 21:53:00+00,"2201 Walter St, Huntington Park, CA, 90255","2201 Walter St. 
PEH encampment on Roseberry Ave between Walter St and Leota St. ",2,SPA 6,Unincorporated - Florence-Firestone,no,5,2025/05/07 19:53:00+00,yes,30,2025/05/07 19:00:00+00,e21faae2-3149-487c-863b-254d785aa2f7
-117.931320553369,33.988352284592,3357,Request Completed,01/20/26,Immediate Action,2025/04/18 14:55:00+00,"17250 Colima Road, Rowland Heights, CA","Within dense brush in Peter F. Schabarum Park along the west fence line directly behind 1850 S. Azusa Avenue, Hacienda Heights, Ca.  ",1,SPA 3,Unincorporated - Hacienda Heights,no,6,,prev_approved_activity_not_required,0,2026/01/20 20:00:00+00,bbe8cd7d-c579-4302-89fd-c86e34e01f70
-118.137954107521,34.016699404443,3358,Request Completed,06/24/25,Non-Displacement,2025/04/22 16:11:00+00,"6201 Whittier Boulevard, Los Angeles, CA, 90022",West side Brady ave 25’ north of Whittier Blvd. ,1,SPA 7,Unincorporated - East Los Angeles,yes,4,2025/06/24 15:00:00+00,yes,5,2025/06/24 19:00:00+00,d123f9d6-e512-481a-8ab8-acb816461170
-118.000234508683,34.0394146681288,3359,Request Completed,06/26/25,Non-Displacement,2025/04/22 17:10:00+00,"651 Francine St, La Puente, CA, 91746",West and East sides of Workman Mill RD between Lomita Ave and just North of Don Julian RD.,1,SPA 3,Unincorporated - North Whittier,yes,1,2025/06/26 15:00:00+00,prev_approved_activity_not_required,0,2025/06/26 19:00:00+00,51e48fe6-669f-44c9-957d-68e44ff76131
-118.024177255492,33.9240785495391,3360,Request Completed,07/15/25,Non-Displacement,2025/04/22 17:50:00+00,"14433 Leffingwell Road, Whittier, CA, 90604",14433 Leffingwell Rd xst Telegraph Rd,4,SPA 7,Unincorporated - South Whittier,yes,2,2025/07/15 15:00:00+00,prev_approved_activity_not_required,0,2025/07/15 19:00:00+00,bb4d235f-e136-4b1c-ad5b-b27044febb06
-118.025661265902,34.0391474860523,3361,Request Completed,04/30/25,Immediate Action,2025/04/22 18:48:00+00,"11526 Thienes Avenue, South El Monte, CA","*Repeat Maintenance Cleanup* San Gabriel River - San Jose Creek Confluence to Valley Blvd. Soft Bottom Invert, outlets, and embankment encampments are at high risk of flooding and are also obstructing vegetation clearing maintenance work. Access road encampments blocking emergency and maintenance vehicular access. Previously cleaned up on 04/01-04/02/25.",1,SPA 3,Unincorporated - Pellissier Village,no,10,,yes,64,2025/04/30 19:00:00+00,31c128f4-eb04-4147-8df2-8ece78abb65c
-118.395818271679,34.1463363359787,3362,Request Completed,05/06/25,Immediate Action,2025/04/22 22:54:00+00,"12081 West Valleyheart Drive, Studio City, CA, 91604",LA River D/S L/B & R/B of Laurel Canyon Blvd.,5,,,no,7,2025/05/06 15:00:00+00,yes,10,2025/05/06 19:00:00+00,9f740619-4384-4957-b843-9e955a5cc5d9
-118.109005352371,33.8029958002562,3363,Request Completed,05/20/25,Full Encampment Protocol,2025/04/23 18:35:00+00,"6220 East Willow St, Long Beach, CA, 90815","*REPEAT MAINTENANCE CLEANUP* Los Cerritos Channel from Clark Ave to 7th St in the city of Long Beach Ca.
. Last cleanup was on 4/15/25",4,SPA 8,City of Long Beach,yes,2,2025/05/20 14:30:00+00,yes,12,2025/05/20 19:00:00+00,bb9f8271-ddeb-4a79-86dd-d3612b564640
-118.456947254101,33.9843375189472,3364,Request Completed,05/22/25,Immediate Action,2025/04/24 16:32:00+00,"4213 Admiralty Way, Marina Del Rey, CA, 90292",Oxford Basin 651 Washington Blvd,2,SPA 5,Unincorporated - Marina del Rey,yes,3,2025/05/22 15:00:00+00,yes,1,2025/05/22 19:00:00+00,ecada106-baa7-480c-9703-d3b9b5bec759
-118.187161142916,34.0550194972511,3365,Request Completed,06/04/25,Full Encampment Protocol,2025/04/24 16:56:00+00,"3575 City Terrace Drive, Los Angeles, CA, 90063",Center island City Terrace Dr @ Marengo St. ,1,SPA 7,Unincorporated - East Los Angeles,yes,2,2025/06/04 15:00:00+00,prev_approved_activity_not_required,0,2025/06/04 19:00:00+00,e6322afe-e843-43bb-b4d3-8f53cd5126b2
-117.794683733778,34.1262364151752,3366,Request Completed,05/02/25,Immediate Action,2025/04/24 18:14:00+00,"1475 North San Dimas Canyon Road San Dimas, CA, 91773","Encampments are located at San Dimas Wash, in the bushes near 1507 Sycamore Canyon Rd, San Dimas, and constitute a high fire hazard.",5,SPA 3,City of San Dimas,yes,3,,yes,15,2025/05/02 19:00:00+00,fd69cb65-75e9-4832-86f9-c0b20420c696
-118.440913373907,34.3178947030282,3367,Request Completed,05/08/25,Full Encampment Protocol,2025/04/24 21:26:00+00,"14063 Polk St, Sylmar, CA, 91342","Wilson Canyon Channel, both banks, upstream (north) of WB 210 Freeway on-ramp at Polk St",3,SPA 2,Los Angeles - Sylmar,yes,3,2025/05/08 15:00:00+00,yes,10,2025/05/08 19:00:00+00,d0fbf2c3-7ec4-4f5a-8376-8d694315299a
-118.067254700325,33.8213394834747,3368,Request Completed,05/22/25,Full Encampment Protocol,2025/04/24 21:59:00+00,"3580 Kemble Avenue, Long Beach, CA, 90808","Coyote Creek Channel, from North of Wardlow Rd to the confluence with SGR.",4,SPA 8,City of Long Beach,yes,5,2025/05/22 15:00:00+00,yes,40,2025/05/22 19:00:00+00,9f10560a-04a0-4fd6-8ecc-f78ac1587536
-118.205390390202,33.8043786155938,3369,Request Completed,Invalid Date,Full Encampment Protocol,2025/04/24 22:06:00+00,"1098 West Willow St Long Beach, CA, 90806",PEH encampments throughout LA River from Ocean to Greenleaf both banks,4,SPA 8,City of Long Beach,no,15,2025/05/27 14:30:00+00,yes,893,,6b02e199-aa3b-4bc0-ba3b-51e1076b0494
-118.229930652244,33.7921783501136,3370,Request Completed,09/08/25,Full Encampment Protocol,2025/04/24 22:53:00+00,"2401 Pch, Long Beach, CA, 90810","2401 PCH, Long Beach - Dominguez Channel 
From 91 Fwy to PCH",4,SPA 8,Los Angeles - Wilmington,no,15,2025/09/02 15:00:00+00,yes,498,2025/09/08 19:00:00+00,0ee5c1be-8950-430b-9022-cc8299db0ea3
-118.165228050505,34.0218831516863,3371,Request Completed,06/17/25,Non-Displacement,2025/04/25 17:06:00+00,"4768 State Route 72, Los Angeles, CA, 90022",Parking lot behind 4768 Whittier blvd.,1,SPA 7,Unincorporated - East Los Angeles,yes,1,2025/06/17 15:00:00+00,yes,20,2025/06/17 19:00:00+00,04cb77cc-98b8-487b-8bd0-2ea10779bacd
-118.118890508239,33.9778355730853,3372,Request Completed,05/23/25,Full Encampment Protocol,2025/04/25 23:30:00+00,"1711 Bluff Road, Montebello, CA, 90640","Rio Hondo S. G. between Foster Bridge Blvd (Downey) to Beverly Rd (Montebello) both sides.
",1,SPA 7,City of Montebello,no,10,2025/05/21 03:30:00+00,yes,212,2025/05/23 19:00:00+00,3b1c8dd2-1db0-48c7-844d-edf7dd3c9d69
-118.543850990158,34.1940607804414,3373,Request Completed,05/08/25,Immediate Action,2025/04/26 00:33:00+00,"18831 Vanowen St, Reseda, CA, 91335",Ailso Creek @ L/B upstream of Vanowen along Crebs Ave near 6914 Crebs,3,SPA 2,Los Angeles - Reseda,no,14,2025/05/08 15:00:00+00,yes,4,2025/05/08 19:00:00+00,fa5f9ad6-af12-4464-a6ae-819877f9395d
-118.063618880374,33.8329362386743,3374,Request Completed,05/30/25,Full Encampment Protocol,2025/04/29 18:30:00+00,"12571 Carson St, Hawaiian Gardens, CA, 90716","Coyote Creek at Carson St to Leffingwell Rd, both sides of channel and invert.",4,SPA 7,City of Hawaiian Gardens,no,8,2025/05/27 14:30:00+00,yes,180,2025/05/30 19:00:00+00,9f98de76-51af-4766-81eb-79df3e3f9c9c
-117.904330637907,33.9930695986049,3375,Request Completed,05/02/25,Immediate Action,2025/04/29 22:53:00+00,"1400 Felicia Avenue, Rowland Heights, CA, 91748","*Repeat Maintenance Cleanup*
Encampment and debris in underground portion of Vernon Channel. In danger of storm season flooding. Adjacent to Shopping Center at 1330 Fullerton Rd, also underneath Colima Rd. Previously cleaned on 4/18/25.",1,SPA 3,City of Industry,yes,2,,yes,15,2025/05/02 19:00:00+00,593a200d-99f6-414a-8bd5-0f16e794666b
-118.395218227958,34.151103584197,3376,Request Completed,05/08/25,Immediate Action,2025/04/30 22:53:00+00,"4414 Agnes Avenue, Valley Village, CA, 91607","Tujunga Wash, right (south) bank, downstream (east) of Laurel Canyon Blvd at Moorpark Park",5,SPA 2,Los Angeles - Studio City,yes,4,2025/05/08 15:00:00+00,yes,6,2025/05/08 19:00:00+00,46c3fce2-cc06-4c1f-8ee3-69dc294f7aa8
-118.425204234451,34.0187413046588,3377,Request Completed,06/10/25,Immediate Action,2025/05/01 20:30:00+00,"3448 Sawtelle Boulevard, Los Angeles, CA, 90066","*Repeat Maintenance Cleanup* Sawtelle Channel - Sawtelle Blvd and Palms Blvd to Queensland & Military Ave.   PEH Encampments locate at the FCD right of way property and are blocking the channel's maintenance access road right of way at the northeast corner of Sawtelle Blvd and Palms Blvd in City of Los Angeles.
Last Cleanup was on 4/23/25.",3,SPA 5,Los Angeles - Palms,no,8,2025/06/10 15:00:00+00,yes,30,2025/06/10 19:00:00+00,c3cd6f46-e622-4254-8ece-8f5605ddeeda
